                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.0208,                0.89899,                 1.5382,                0.50023,                0.64957,                0.55873,                  0.392,                0.94262,                 6.4766,                 1.4963,              0.0005051,              0.0005051,              0.0005051
                    154,                 1.0562,                0.96894,                 1.5734,                0.45647,                0.74359,                0.54396,                0.37183,                 0.9873,                 6.8376,                 1.5411,              0.0004952,              0.0004952,              0.0004952
                    155,                 1.0569,                0.91373,                 1.5709,                0.51246,                0.75214,                0.61311,                 0.4045,                 1.0364,                 5.8716,                 1.5804,              0.0004853,              0.0004853,              0.0004853
                    156,                 1.0195,                0.88817,                 1.5253,                0.49942,                0.78632,                0.57826,                 0.3944,                0.92268,                  5.367,                 1.4635,              0.0004754,              0.0004754,              0.0004754
                    157,                 1.0528,                0.92043,                 1.5528,                0.47278,                0.76068,                0.56967,                0.37286,                 1.0157,                 7.2835,                  1.547,              0.0004655,              0.0004655,              0.0004655
                    158,                 1.0209,                0.92852,                 1.5448,                0.52361,                0.64957,                 0.5736,                 0.4026,                0.92071,                 7.9602,                  1.474,              0.0004556,              0.0004556,              0.0004556
                    159,                 1.0129,                0.88461,                 1.5281,                0.46657,                 0.7265,                0.54463,                0.37586,                0.95054,                 7.7042,                 1.5017,              0.0004457,              0.0004457,              0.0004457
                    160,                0.98124,                0.86979,                 1.5164,                0.51663,                0.76735,                0.56976,                0.38261,                0.95668,                 6.7977,                 1.5005,              0.0004358,              0.0004358,              0.0004358
                    161,                 1.0086,                0.85121,                 1.5416,                0.54318,                0.70085,                0.61696,                0.41554,                0.98755,                 5.7268,                 1.5311,              0.0004259,              0.0004259,              0.0004259
                    162,                0.96262,                0.89795,                  1.487,                0.47549,                0.79809,                0.60365,                0.42772,                0.92038,                  6.464,                 1.4797,               0.000416,               0.000416,               0.000416
                    163,                0.98561,                0.89614,                 1.5227,                0.54133,                0.71795,                 0.6008,                0.41327,                 0.9585,                 7.7338,                 1.5311,              0.0004061,              0.0004061,              0.0004061
                    164,                  1.033,                0.89916,                 1.5507,                0.54403,                0.75214,                0.59962,                0.40365,                0.94672,                 6.9312,                  1.522,              0.0003962,              0.0003962,              0.0003962
                    165,                 0.9907,                0.86114,                 1.5051,                0.52824,                0.79487,                0.63225,                0.43857,                0.91193,                 6.3632,                  1.468,              0.0003863,              0.0003863,              0.0003863
                    166,                 1.0484,                0.87663,                 1.5387,                0.49278,                0.77778,                0.55715,                0.35332,                 1.0845,                 6.9017,                 1.6029,              0.0003764,              0.0003764,              0.0003764
                    167,                0.99349,                0.84028,                 1.5255,                 0.4914,                0.78632,                0.57598,                 0.4042,                0.92713,                 7.9945,                 1.4867,              0.0003665,              0.0003665,              0.0003665
                    168,                 1.0193,                0.89339,                 1.5253,                0.46377,                0.77778,                0.55931,                0.37508,                 1.0081,                 8.3231,                 1.5536,              0.0003566,              0.0003566,              0.0003566
                    169,                0.96763,                0.83816,                  1.489,                0.49557,                0.77778,                0.57024,                0.39088,                0.93915,                 6.6049,                  1.496,              0.0003467,              0.0003467,              0.0003467
                    170,                 1.0275,                0.89808,                  1.537,                0.55328,                0.76068,                0.64672,                0.43864,                0.91905,                 6.6963,                 1.4647,              0.0003368,              0.0003368,              0.0003368
                    171,                0.99927,                0.84166,                 1.5175,                 0.5076,                 0.7265,                0.59668,                 0.4176,                0.93211,                 6.6403,                 1.4831,              0.0003269,              0.0003269,              0.0003269
                    172,                0.93539,                0.81955,                 1.4868,                0.47217,                0.83338,                 0.5848,                0.40328,                 0.8888,                 7.1557,                 1.4379,               0.000317,               0.000317,               0.000317
                    173,                0.89406,                0.81585,                  1.433,                0.50218,                0.80342,                0.58333,                0.40526,                0.91174,                 8.0876,                 1.4724,              0.0003071,              0.0003071,              0.0003071
                    174,                0.97595,                0.84341,                 1.4977,                0.45646,                0.79487,                0.54944,                0.37476,                0.94175,                 8.5817,                 1.4981,              0.0002972,              0.0002972,              0.0002972
                    175,                0.97391,                0.84589,                 1.4864,                0.50418,                0.74359,                0.54888,                  0.365,                0.99725,                 8.3362,                 1.5362,              0.0002873,              0.0002873,              0.0002873
                    176,                0.96531,                0.84062,                  1.486,                0.51702,                0.75942,                0.60598,                0.42196,                0.90718,                 6.7309,                 1.4753,              0.0002774,              0.0002774,              0.0002774
                    177,                0.95943,                0.84589,                 1.4772,                0.53803,                0.72666,                0.61317,                0.42629,                0.89942,                 6.9166,                 1.4775,              0.0002675,              0.0002675,              0.0002675
                    178,                0.93685,                0.80855,                 1.4508,                0.49846,                0.81197,                 0.5861,                0.39819,                 0.9712,                 6.7975,                 1.5448,              0.0002576,              0.0002576,              0.0002576
                    179,                0.93996,                 0.8485,                 1.4687,                0.49837,                0.78632,                0.57197,                0.39029,                0.96196,                 6.9918,                 1.5223,              0.0002477,              0.0002477,              0.0002477
                    180,                0.93634,                 0.8139,                 1.4763,                0.52021,                0.76918,                0.56268,                0.37762,                0.95379,                 7.1444,                 1.5168,              0.0002378,              0.0002378,              0.0002378
                    181,                0.91447,                0.77929,                 1.4597,                0.48807,                0.79487,                0.54866,                0.36772,                0.96897,                 7.1867,                 1.5619,              0.0002279,              0.0002279,              0.0002279
                    182,                0.89938,                0.79318,                  1.425,                0.49176,                0.81197,                 0.5592,                0.38895,                0.93167,                 6.4995,                 1.4849,               0.000218,               0.000218,               0.000218
                    183,                0.87835,                 0.7709,                 1.4227,                0.48528,                0.78632,                0.54484,                0.37738,                0.92734,                 6.4032,                 1.4805,              0.0002081,              0.0002081,              0.0002081
                    184,                0.92739,                 0.8057,                 1.4596,                0.48727,                0.74359,                0.52862,                0.33846,                 1.0635,                 7.2709,                 1.6431,              0.0001982,              0.0001982,              0.0001982
                    185,                0.92394,                0.81704,                 1.4724,                 0.4995,                0.80342,                0.58622,                0.39863,                0.90155,                 7.1263,                 1.4589,              0.0001883,              0.0001883,              0.0001883
                    186,                 0.8956,                0.79315,                 1.4616,                0.50685,                0.71795,                 0.5975,                0.42111,                0.86293,                 7.1712,                 1.4259,              0.0001784,              0.0001784,              0.0001784
                    187,                0.93007,                0.81323,                 1.4638,                0.51306,                 0.7094,                 0.5787,                0.40073,                0.92416,                 7.7434,                 1.4865,              0.0001685,              0.0001685,              0.0001685
                    188,                0.91515,                0.79082,                 1.4352,                0.48419,                0.77778,                0.59323,                0.41542,                0.86994,                 7.5417,                 1.4417,              0.0001586,              0.0001586,              0.0001586
                    189,                0.90416,                0.79724,                 1.4365,                0.52048,                 0.7094,                0.58837,                0.40794,                0.88421,                 7.3925,                 1.4545,              0.0001487,              0.0001487,              0.0001487
                    190,                0.90659,                0.79191,                 1.4354,                0.52686,                 0.7094,                0.57917,                0.39147,                0.94379,                 7.5046,                 1.5117,              0.0001388,              0.0001388,              0.0001388
                    191,                0.78137,                0.85213,                 1.3719,                0.48379,                0.80342,                0.53636,                0.34368,                 1.0328,                  8.265,                 1.6096,              0.0001289,              0.0001289,              0.0001289
                    192,                0.76702,                0.70335,                 1.3373,                0.46864,                0.79487,                0.51558,                0.34784,                0.92028,                 8.1245,                 1.5151,               0.000119,               0.000119,               0.000119
                    193,                0.74374,                0.66666,                 1.3338,                0.48848,                0.73504,                0.54256,                0.37652,                 0.8478,                 7.4874,                 1.4389,              0.0001091,              0.0001091,              0.0001091
                    194,                0.72589,                0.65749,                  1.317,                0.49773,                0.74534,                0.54858,                0.37371,                0.87556,                 7.4183,                  1.464,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.75536,                0.65697,                 1.3403,                0.47425,                0.81197,                0.54948,                0.37221,                0.89428,                 7.5946,                 1.4789,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.69998,                0.59265,                 1.2977,                 0.5126,                0.74609,                0.56351,                0.38358,                0.89278,                 7.7656,                  1.478,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.70041,                0.60511,                 1.3057,                0.51521,                0.74359,                 0.5674,                0.38689,                0.89011,                 7.7299,                 1.4765,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.71747,                0.62836,                 1.2959,                 0.5079,                0.78632,                0.57132,                0.38603,                0.89849,                 7.7544,                 1.4811,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.68445,                0.58304,                 1.2699,                0.51303,                0.73504,                0.56917,                0.38277,                0.90955,                  7.705,                 1.4815,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.72064,                 0.6104,                 1.3064,                 0.5453,                0.70085,                0.56309,                0.38928,                0.89442,                 7.4889,                 1.4699,               3.98e-05,               3.98e-05,               3.98e-05
